,g++,g++ -O1,g++ -O2,g++ -O3,g++ -Ofast,aocc,aocc -O1,aocc -O2,aocc -O3,aocc -Ofast,intel,intel -O1,intel -O2,intel -O3,intel -Ofast,rustc,rustc -1,rustc -2,rustc -3
0,0.3130839000004926,0.3516895829961868,0.33231642600003397,0.3432954480012995,0.3588841279997723,0.37816506200033473,0.3518685439994442,0.3373091440007556,0.3425294210028369,0.4099268999998458,0.7210039630008396,0.7239933170058066,0.7285156399957486,0.7400727850035764,0.7285622159979539,0.29945118600153364,0.300747928005876,0.33524219499668106,0.2524813100026222
1,0.3432279059998109,0.35815633800666546,0.33243919300002744,0.33584478800185025,0.32545793800090905,0.37919574200350326,0.3487211770043359,0.34976565900433343,0.33197071999893524,0.3478467369932332,0.7492174079961842,0.7372971449949546,0.7271399230012321,0.7132249319984112,0.7248580900050001,0.3177887479978381,0.32569016600609757,0.3300593820022186,0.3234053909982322
2,0.33105690400407184,0.34196075799991377,0.3588368109994917,0.3867277870012913,0.34643579499970656,0.3964625939988764,0.33746041399717797,0.3423047550022602,0.3900010849974933,0.3538711129949661,0.7364239390008152,0.7174286850058706,0.7297823750050156,0.6801374249989749,0.7310977939996519,0.31537599099829094,0.33564520800428,0.33482278299925383,0.3556013810011791
3,0.3333311069945921,0.3527846569995745,0.3804314989974955,0.385181031000684,0.34574023300228873,0.35286993599584093,0.32175264100078493,0.3613045379970572,0.3167227689991705,0.321950712997932,0.7329234470016672,0.7011121969990199,0.7508404949985561,0.7604739599992172,0.7306630180028151,0.3382800339968526,0.3427296620066045,0.30339562900189776,0.283083300004364
4,0.3592814349976834,0.3514594020016375,0.3221740700028022,0.3433751940028742,0.37732525799947325,0.3643562919969554,0.3278506060014479,0.31261286300286883,0.31611615299334517,0.3578798270027619,0.7693483240000205,0.7010118219986907,0.7221890010041534,0.7799502039997606,0.7416316010057926,0.34783997199701844,0.33070856699487194,0.3222563470044406,0.2645478339982219
5,0.3419349599935231,0.3630859389959369,0.3361846319967299,0.30974441800208297,0.3319194650030113,0.38091253399761626,0.3242491749988403,0.31708030799927656,0.3309982150021824,0.32883708399458556,0.7198641869981657,0.7388928479995229,0.7347856549968128,0.6785032340048929,0.7219391109974822,0.2876732209988404,0.3223196109975106,0.3162358690024121,0.33256007399904775
6,0.32083441299619153,0.33805926999775693,0.32837316999939503,0.31470842999988236,0.37270020700088935,0.37773491199914133,0.3335398499984876,0.3229881020015455,0.3350902629972552,0.34231312700285343,0.7248583420005161,0.7201642149957479,0.7506261399976211,0.7092409649994806,0.7027368609997211,0.3198391779951635,0.32922334400063846,0.35676693999994313,0.3320285279987729
7,0.35408898899913765,0.34792088500398677,0.3199740499985637,0.35886775000108173,0.34177841799828457,0.3658345330040902,0.4541940120034269,0.329178675005096,0.3661915839984431,0.350943671001005,0.7095220560004236,0.7236085070035188,0.7339170769992052,0.7120739029996912,0.7396632729942212,0.3072020409963443,0.28400906800379744,0.30455152899958193,0.4128424049995374
8,0.365071435997379,0.3441489030010416,0.3079450259974692,0.3664926839992404,0.35666678399866214,0.4018183090011007,0.35844228800124256,0.3376358400055324,0.3815068809999502,0.3322820009998395,0.7010820790019352,0.7525749869964784,0.7452300410004682,0.7086652129946742,0.7123331769980723,0.33272562099591596,0.2609911350009497,0.28720259600231657,0.3952892269953736
9,0.36524232400552137,0.3485604620000231,0.3685610690008616,0.39944600599847035,0.3534339550024015,0.3732148579947534,0.33629279900196707,0.3225854150005034,0.36578154599556,0.3386879489989951,0.6996833410012187,0.7341785200042068,0.7310655230030534,0.7200274950009771,0.7260164119943511,0.3543742910042056,0.3004178260016488,0.31797258400183637,0.3461781649966724
