,g++,g++ -O1,g++ -O2,g++ -O3,g++ -Ofast,aocc,aocc -O1,aocc -O2,aocc -O3,aocc -Ofast,intel,intel -O1,intel -O2,intel -O3,intel -Ofast,rustc,rustc -1,rustc -2,rustc -3
0,0.4418449829972815,0.37814910700399196,0.4197028249982395,0.38801655099814525,0.41604061699763406,0.37443581400293624,0.3698250510060461,0.36851033700077096,0.36935451500175986,0.38991385100234766,0.7554117449981277,0.7788115540024592,0.7906446979977773,0.8385289290017681,0.7672435410058824,0.3156213839974953,0.30386621600337094,0.33947301899752347,0.31011407699406845
1,0.4410120810061926,0.4057338950005942,0.40597754099871963,0.3815980439976556,0.38816978199611185,0.38430197299749125,0.4071237009993638,0.3540016699989792,0.38922135299799265,0.45768635899730725,0.746981174001121,0.8580985090011382,0.7653778880048776,0.7656092799952603,0.734714256002917,0.32406956300110323,0.31815258899587207,0.3722395980003057,0.29317841100419173
2,0.41659081599937053,0.3998255460028304,0.3919581169975572,0.383479627998895,0.39628826300031506,0.40121935099887196,0.39775922700209776,0.35275815700151725,0.39481276999867987,0.3589285950001795,0.7438902310022968,0.8405919079959858,0.7692673409983399,0.7633339000021806,0.7221017660049256,0.31297053700109245,0.30548173100396525,0.43677884800126776,0.30489715799922124
3,0.43043362800381146,0.38762017599947285,0.40185919999930775,0.3645567569983541,0.39064379900082713,0.41758925300382543,0.3873235049977666,0.39373739400616614,0.39280327199958265,0.34603110999887576,0.849620656001207,0.8284623399958946,0.738243555999361,0.7854077360025258,0.7317284140008269,0.3392225210045581,0.2963160420040367,0.38241471600485966,0.2862099900012254
4,0.34958757999993395,0.37268031199346296,0.3723929789994145,0.37152590099867666,0.39801267200527946,0.38402544199925615,0.39872982499946374,0.36862255899904994,0.3926678269999684,0.33009541600040393,0.7981362840000656,0.8211792369984323,0.7482298949980759,0.7672674389978056,0.7238764580033603,0.3274702940034331,0.2908674029968097,0.3153195089980727,0.3072771049992298
5,0.3750244830007432,0.3599584780022269,0.39839163899887353,0.3837856659956742,0.37747428600414423,0.38406954999663867,0.398766300000716,0.3856449469967629,0.38153620199591387,0.33126305299811065,0.7631907569957548,0.7847904789960012,0.7659904360043583,0.7368952100005117,0.7366691669958527,0.339611399002024,0.29113745000358904,0.31274098999710986,0.29866268500336446
6,0.3885273940031766,0.39652740499877837,0.3803401089971885,0.38838294099696213,0.3761924580030609,0.39708987199992407,0.3938211369968485,0.39766028099984396,0.3818582590029109,0.3105785090010613,0.7675326989992755,0.7518642089999048,0.7398260929985554,0.7117092420012341,0.7594856529976823,0.32416736600134755,0.31723609899927396,0.37856235999788623,0.3088766989967553
7,0.4022532669987413,0.4089230600002338,0.3885606170006213,0.3834490529989125,0.3752013569974224,0.4118923089990858,0.41821435800375184,0.4108682410005713,0.39167129099951126,0.3684672439994756,0.7718290679986239,0.7550488300039433,0.7455716010008473,0.7368514949994278,0.7718875900027342,0.32050313600484515,0.3073857199997292,0.3248648879962275,0.3028621160046896
8,0.3828028559946688,0.39022468400071375,0.40975960600189865,0.40744837099919096,0.4263710599989281,0.37208810100128176,0.37711884500458837,0.3740277100005187,0.4010411070048576,0.33480263400269905,0.7568705550002051,0.7853384059999371,0.752593227000034,0.7356626219989266,0.7453673880008864,0.3220725329956622,0.29463668999960646,0.29664248599874554,0.28823876000387827
9,0.36848738200205844,0.3189636099996278,0.3858563530011452,0.3984870999993291,0.4137367430012091,0.3837097799987532,0.3821908559984877,0.408988868999586,0.38964200900227297,0.342169064002519,0.7420030909997877,0.7673813439978403,1.2122591830047895,0.7829793350028922,0.7369793329999084,0.3091786310033058,0.30601510999986203,0.2762369589981972,0.32035998300125357
10,0.3733605390007142,0.36983506300020963,0.39072522499918705,0.3822652629969525,0.40945698200084735,0.40993510999396676,0.38657950299966615,0.397369473001163,0.36837683000339894,0.34032145899982424,0.7393471200048225,0.8036765529977856,0.8217242280006758,0.7245513610032503,0.7447671509944485,0.3086179549936787,0.3060624999998254,0.3091180529954727,0.3243598109984305
11,0.3601548709993949,0.4050875859975349,0.3891500400059158,0.3859807560002082,0.3879854129991145,0.4052566440004739,0.41178397399926325,0.42038394599512685,0.3776664420001907,0.31584828100312734,0.7375558810017537,0.7748102129990002,0.8454049819993088,0.8520687470008852,0.7368800650001504,0.31999758099846076,0.30568831699929433,0.3409824389964342,0.3003009160020156
12,0.37257144899922423,0.38549588099704124,0.3789830319947214,0.3957194820031873,0.38631747999897925,0.395479485996475,0.3831508369985386,0.41416573300375603,0.4027343799971277,0.3328689679983654,0.7492836579986033,0.7694841019983869,0.7881613839999773,0.7575746849979623,0.7377768809965346,0.3195207790049608,0.3275965540015022,0.4228323299976182,0.31354913000541274
